ID;Observation;Title;Author;DOI/ISBN;Type paper;Application Domain;Type System;Type problem;Venue;Year;Description;Total observations;HRD;What;Type;How;X;Y;Z;N
81;81.1;ENSURE: Efficient Scheduling and Autonomous Resource Management in Serverless Environments;Amoghavarsha Suresh, Gagan Somashekar, Anandh Varadarajan, Veerendra Ramesh Kakarla, Hima Upadhyay and Anshul Gandhi;10.1109/ACSOS49614.2020.00020;Long paper;Cloud;Automation;Performance Optimization;ACSOS;2020;ENSURE - a function-level scheduler and autonomous resource manager designed to minimize provider resource costs while meeting specified requirements;12;An observation of different experiments. The X-axis displays the time in seconds. The Y-axis displays the load;Performance;Observation;Line;Time;Resource;;1
81;81.2;ENSURE: Efficient Scheduling and Autonomous Resource Management in Serverless Environments;Amoghavarsha Suresh, Gagan Somashekar, Anandh Varadarajan, Veerendra Ramesh Kakarla, Hima Upadhyay and Anshul Gandhi;10.1109/ACSOS49614.2020.00020;Long paper;Cloud;Automation;Performance Optimization;ACSOS;2020;ENSURE - a function-level scheduler and autonomous resource manager designed to minimize provider resource costs while meeting specified requirements;12;An observation of different schedulers. The X-axis displays the scheduler. The Y-axis displays the average invoker usage;Performance;Observation;Bar;Type;Average;;11
8;8.1;A morphogenetic framework for self-organized multirobot pattern formation and boundary coverage;Hongliang Guo, Yaochu Jin, and Yan Meng;10.1145/2168260.2168275;;Embedded/cyber-physical/IoT;AI;Performance Optimization;TAAS;2012;Morphogenic framework with an adaptation mechanism based on GRN applied to a physical robotic system;29;An observation of different adaptation processes. The X and Y axes display the position;Performance;Observation;Line;Position;Position;;1
8;8.2;A morphogenetic framework for self-organized multirobot pattern formation and boundary coverage;Hongliang Guo, Yaochu Jin, and Yan Meng;10.1145/2168260.2168275;;Embedded/cyber-physical/IoT;AI;Performance Optimization;TAAS;2012;Morphogenic framework with an adaptation mechanism based on GRN applied to a physical robotic system;29;An observation of the state of pattern formations using a scatter plot. Both X and Y-axes are coordinates for each point.;State;Observation;Scatter;Position;Position;;28
10;10.1;Simulating Human Single Motor Units Using Self-Organizing Agents;Ö. Gürcan, C. Bernon, K. S. Türker, J. -P. Mano, P. Glize and O. Dikenelli;10.1109/SASO.2012.18;;Embedded/cyber-physical/IoT;AI;Performance Optimization;SASO;2012;Autonomous agents which learn to behave in the same way as human single motor units using a simulation model;4;An observation of activated motoneurons in a human muscle using a scatter plot. The X-axis displays time in milliseconds. The Y-axis displays the postsynaptic frequency in Herz. Each dot is a recorded activity;Performance;Observation;Scatter;Time;Frequency;;2
10;10.2;Simulating Human Single Motor Units Using Self-Organizing Agents;Ö. Gürcan, C. Bernon, K. S. Türker, J. -P. Mano, P. Glize and O. Dikenelli;10.1109/SASO.2012.18;;Embedded/cyber-physical/IoT;AI;Performance Optimization;SASO;2012;Autonomous agents which learn to behave in the same way as human single motor units using a simulation model;4;An observation of the cumulative sum of post-synaptic frequency readings. The X-axis displays the time in milliseconds. The Y-axis displays the cumulative sum in Herz compared to the time.;Performance;Observation;Line;Time;Frequency;;2
11;11.1;Model-based Design of Self-adapting Networked Signal Processing Systems;J. d. O. Filho, Z. Papp, R. Djapic and J. Oosteveen;10.1109/SASO.2013.16;;Embedded/cyber-physical/IoT;Automation;Task Automation;SASO;2013;Model-based approach to designing architectures of large-scale signal processing applications, particularly self-adaptive systems;2;An observation of battery performance between a regular node and a node with rule-based reasoning. The X-axis displays the time in seconds. The Y-axis displays the life time in hours.;Performance;Observation;Line;Time;Time;;1
11;11.2;Model-based Design of Self-adapting Networked Signal Processing Systems;J. d. O. Filho, Z. Papp, R. Djapic and J. Oosteveen;10.1109/SASO.2013.16;;Embedded/cyber-physical/IoT;Automation;Task Automation;SASO;2013;Model-based approach to designing architectures of large-scale signal processing applications, particularly self-adaptive systems;2;An observation of error traces between a regular node and a node with rule-based reasoning. The X-axis display time in seconds. The Y-axis displays error covariance;Performance;Observation;Line;Time;Error;;1
16;16.1;Configuration Management for Proactive Adaptation in Pervasive Environments;S. Vansyckel, D. Schäfer, G. Schiele and C. Becker;10.1109/SASO.2013.28;;Embedded/cyber-physical/IoT;Automation;System Configuration;SASO;2013;Framework which discovers and rates possible configurations of self-organizing systems;3;A comparison between different search strategies. The X-axis displays the number of locations. The Y-axis displays the time in milliseconds.;Performance;Comparison;Line;Amount;Time;;2
16;16.2;Configuration Management for Proactive Adaptation in Pervasive Environments;S. Vansyckel, D. Schäfer, G. Schiele and C. Becker;10.1109/SASO.2013.28;;Embedded/cyber-physical/IoT;Automation;System Configuration;SASO;2013;Framework which discovers and rates possible configurations of self-organizing systems;3;A comparison between two algorithm types. The X-axis displays the number of locations. The Y-axis displays the number of steps taken.;Performance;Comparison;Line;Amount;Amount;;1
29;29.1;A Prediction-Driven Adaptation Approach for Self-Adaptive Sensor Networks;Ivan Dario Paez Anaya, Viliam Simko, Johann Bourcier, Noël Plouzeau, Jean-Marc Jézéquel;10.1145/2593929.2593941;;Embedded/cyber-physical/IoT;AI;Performance Optimization;SEAMS;2014;Proactive self-adaptation to overcome reactive approach limitations;3;A comparison of different algorithms in a reactive system. The X-axis displays the system types. The Y-axis displays the factor relative to the reactive system.;Performance;Comparison;Box;Type;Score;;3
38;38.1;Engineering Pervasive Service Ecosystems: The SAPERE Approach;Gabriella Castelli, Marco Mamei, Alberto Rosi, and Franco Zambonelli;10.1145/2700321;;Embedded/cyber-physical/IoT;Services;Performance Optimization;TAAS;2015;SAPERE - a eco-laws-based coordination model to enforce self-organizing coordination patterns;6;An observation of timing. The X-axis displays the number of LSA. The Y-axis displays the time in milliseconds;Performance;Observation;Line;Amount;Time;;6
40;40.1;Computing Swarms for Self-Adaptiveness and Self-Organization in Floating-Point Array Processing;Danilo Pani, Carlo Sau, Francesca Palumbo, and Luigi Raffo;10.1145/2746346;;Embedded/cyber-physical/IoT;Automation;Performance Optimization;TAAS;2015;Architecture which embodies principles of swarm intelligence to pursue adaptability, scalability and fault tolerance through fixed rule implementation without any hardware configuration;7;An observation of workload between two swarm behavior types. The X-axis displays the SCF row. The Y-axis displays the workload. The Z-axis displays the SCF column.;Performance;Observation;3D mesh;Amount;Amount;Resource;6
40;40.2;Computing Swarms for Self-Adaptiveness and Self-Organization in Floating-Point Array Processing;Danilo Pani, Carlo Sau, Francesca Palumbo, and Luigi Raffo;10.1145/2746346;;Embedded/cyber-physical/IoT;Automation;Performance Optimization;TAAS;2015;Architecture which embodies principles of swarm intelligence to pursue adaptability, scalability and fault tolerance through fixed rule implementation without any hardware configuration;7;A comparison between different swam behaviors. The X-axis displays the execution time in clock ticks. The Y-axis displays the resource usage in percent.;Performance;Comparison;Line;Time;Percentage;;1
42;42.1;An Evolutionary Robotics Approach to the Control of Plant Growth and Motion: Modeling Plants and Crossing the Reality Gap;M. Wahby, D. N. Hofstadler, M. K. Heinrich, P. Zahadat and H. Hamann;10.1109/SASO.2016.8;;Embedded/cyber-physical/IoT;Automation;Performance Optimization;SASO;2016;Evolutionary robotics approach to determine task performance by monitoring plant reaction and use it to evolve robot controllers;13;An observation of plant tip position. The X and Y axes display the position in centimeters;State;Observation;Line;Position;Position;;2
42;42.2;An Evolutionary Robotics Approach to the Control of Plant Growth and Motion: Modeling Plants and Crossing the Reality Gap;M. Wahby, D. N. Hofstadler, M. K. Heinrich, P. Zahadat and H. Hamann;10.1109/SASO.2016.8;;Embedded/cyber-physical/IoT;Automation;Performance Optimization;SASO;2016;Evolutionary robotics approach to determine task performance by monitoring plant reaction and use it to evolve robot controllers;13;An observation of plant position. Both axes display the plan tip position in centimeters;State;Observation;Heatmap;Position;Position;;4
42;42.3;An Evolutionary Robotics Approach to the Control of Plant Growth and Motion: Modeling Plants and Crossing the Reality Gap;M. Wahby, D. N. Hofstadler, M. K. Heinrich, P. Zahadat and H. Hamann;10.1109/SASO.2016.8;;Embedded/cyber-physical/IoT;Automation;Performance Optimization;SASO;2016;Evolutionary robotics approach to determine task performance by monitoring plant reaction and use it to evolve robot controllers;13;An obsrevation of fitness over generations. The X-axis displays the generation. The Y-axis displays the fitness;Performance;Observation;Line;Amount;Score;;1
42;42.4;An Evolutionary Robotics Approach to the Control of Plant Growth and Motion: Modeling Plants and Crossing the Reality Gap;M. Wahby, D. N. Hofstadler, M. K. Heinrich, P. Zahadat and H. Hamann;10.1109/SASO.2016.8;;Embedded/cyber-physical/IoT;Automation;Performance Optimization;SASO;2016;Evolutionary robotics approach to determine task performance by monitoring plant reaction and use it to evolve robot controllers;13;An observation of the best controllers per generation. The X-axis displays the number of generations. The Y-axis displays the fitness;Performance;Observation;Box;Type;Score;;1
42;42.5;An Evolutionary Robotics Approach to the Control of Plant Growth and Motion: Modeling Plants and Crossing the Reality Gap;M. Wahby, D. N. Hofstadler, M. K. Heinrich, P. Zahadat and H. Hamann;10.1109/SASO.2016.8;;Embedded/cyber-physical/IoT;Automation;Performance Optimization;SASO;2016;Evolutionary robotics approach to determine task performance by monitoring plant reaction and use it to evolve robot controllers;13;An observation of several controllers controlling plant direction growth. Both axes display the position of the plant.;State;Observation;Line;Position;Position;;5
43;43.1;Topology Control for Diverse Coverage in Underwater Wireless Sensor Networks;Linfeng Liu, Jingli Du, and Ye Liu;10.1145/2928273;;Embedded/cyber-physical/IoT;Analytics/Control/Monitoring;Performance Optimization;TAAS;2016;Two algorithms which create diverse, energy-efficient coverage for underwater wireless sensor networks;6;A comparison of different algorithms. The X-axis displays the number of nodes. The Y-axis displays the coverage time in seconds.;Performance;Comparison;Line;Amount;Time;;1
43;43.2;Topology Control for Diverse Coverage in Underwater Wireless Sensor Networks;Linfeng Liu, Jingli Du, and Ye Liu;10.1145/2928273;;Embedded/cyber-physical/IoT;Analytics/Control/Monitoring;Performance Optimization;TAAS;2016;Two algorithms which create diverse, energy-efficient coverage for underwater wireless sensor networks;6;-;Performance;Comparison;Line;Amount;Resource;;1
43;43.3;Topology Control for Diverse Coverage in Underwater Wireless Sensor Networks;Linfeng Liu, Jingli Du, and Ye Liu;10.1145/2928273;;Embedded/cyber-physical/IoT;Analytics/Control/Monitoring;Performance Optimization;TAAS;2016;Two algorithms which create diverse, energy-efficient coverage for underwater wireless sensor networks;6;A comparison of different algorithms. The X-axis displays the number of nodes. The Y-axis displays the average sensing energy consumption.;Performance;Comparison;Line;Amount;Percentage;;2
43;43.4;Topology Control for Diverse Coverage in Underwater Wireless Sensor Networks;Linfeng Liu, Jingli Du, and Ye Liu;10.1145/2928273;;Embedded/cyber-physical/IoT;Analytics/Control/Monitoring;Performance Optimization;TAAS;2016;Two algorithms which create diverse, energy-efficient coverage for underwater wireless sensor networks;6;A comparison between different algorithms. The X-axis displays the number of nodes. The Y-axis displays the average one-hop delay in milliseconds;Performance;Comparison;Bar;Amount;Average;;1
43;43.5;Topology Control for Diverse Coverage in Underwater Wireless Sensor Networks;Linfeng Liu, Jingli Du, and Ye Liu;10.1145/2928273;;Embedded/cyber-physical/IoT;Analytics/Control/Monitoring;Performance Optimization;TAAS;2016;Two algorithms which create diverse, energy-efficient coverage for underwater wireless sensor networks;6;A comparison between different algorithms. The X-axis displays the number of nodes. The Y-axis displays the number of exchanged messages;Performance;Comparison;Bar;Amount;Amount;;1
45;45.1;Online Hyper-evolution of Controllers in Multirobot Systems;F. Silva, L. Correia and A. L. Christensen;10.1109/SASO.2016.7;;Embedded/cyber-physical/IoT;AI;Environment Adaptation;SASO;2016;Online hyper-evolution which accelerates and increases performance of online evolution of robotic controllers;12;A comparison of different algorithms. The X-axis displays the simulation time in hours. The Y-axis displays the mean fitness score;Performance;Comparison;Line;Time;Score;;6
45;45.2;Online Hyper-evolution of Controllers in Multirobot Systems;F. Silva, L. Correia and A. L. Christensen;10.1109/SASO.2016.7;;Embedded/cyber-physical/IoT;AI;Environment Adaptation;SASO;2016;Online hyper-evolution which accelerates and increases performance of online evolution of robotic controllers;12;A comparison of different robots. The X-axis displays the task. The Y-axis displays the proportion of time in hours;Performance;Comparison;Bar;Type;Time;;2
45;45.3;Online Hyper-evolution of Controllers in Multirobot Systems;F. Silva, L. Correia and A. L. Christensen;10.1109/SASO.2016.7;;Embedded/cyber-physical/IoT;AI;Environment Adaptation;SASO;2016;Online hyper-evolution which accelerates and increases performance of online evolution of robotic controllers;12;A comparison of different behaviors. Both axes display a coordinate.;State;Comparison;Scatter;Position;Position;;3
45;45.4;Online Hyper-evolution of Controllers in Multirobot Systems;F. Silva, L. Correia and A. L. Christensen;10.1109/SASO.2016.7;;Embedded/cyber-physical/IoT;AI;Environment Adaptation;SASO;2016;Online hyper-evolution which accelerates and increases performance of online evolution of robotic controllers;12;A comparison of different algorithm instances. The X-axis displays simulation time in hours. The Y-axis displays the mean instances.;Performance;Comparison;Line;Time;Amount;;1
52;52.1;DeltaIoT: A Self-Adaptive Internet of Things Exemplar;Muhammad Usman Iftikhar, Gowri Sankar Ramachandran, Pablo Bollansée, Danny Weyns, and Danny Hughes;10.1109/SEAMS.2017.21;Artifact paper;Embedded/cyber-physical/IoT;Automation;Environment Adaptation;SEAMS;2017;DeltaIoT - an examplar for evaluating and comparing new methods, techniques and tools for self-adaptation in IoT;8;A comparison between different adaptation methods. The X-axis displays the type. The Y-axis displays packet loss and energy consumption;Performance;Comparison;Box;Type;Resource;;2
52;52.2;DeltaIoT: A Self-Adaptive Internet of Things Exemplar;Muhammad Usman Iftikhar, Gowri Sankar Ramachandran, Pablo Bollansée, Danny Weyns, and Danny Hughes;10.1109/SEAMS.2017.21;Artifact paper;Embedded/cyber-physical/IoT;Automation;Environment Adaptation;SEAMS;2017;DeltaIoT - an examplar for evaluating and comparing new methods, techniques and tools for self-adaptation in IoT;8;A comparison between adaptation and no adaptation. The X-axis displays the time. The Y-axis displays the energy consumption and packet loss;Performance;Comparison;Line;Time;Resource;;2
52;52.3;DeltaIoT: A Self-Adaptive Internet of Things Exemplar;Muhammad Usman Iftikhar, Gowri Sankar Ramachandran, Pablo Bollansée, Danny Weyns, and Danny Hughes;10.1109/SEAMS.2017.21;Artifact paper;Embedded/cyber-physical/IoT;Automation;Environment Adaptation;SEAMS;2017;DeltaIoT - an examplar for evaluating and comparing new methods, techniques and tools for self-adaptation in IoT;8;An observation of uncertainty. The X-axis displays the time in hours. The Y-axis displays the ratio and fluctuation.;Performance;Observation;Line;Time;Score;;4
54;54.1;Autonomous Mobile Sensor Placement in Complex Environments;Novella Bartolini, Tiziana Calamoneri, Stefano Ciavarella, Thomas La Porta, and Simone Silvestri;10.1145/3050439;;Embedded/cyber-physical/IoT;AI;Performance Optimization;TAAS;2017;DOMINO - An algorithm for autonomous sensor movements and positioning;15;A comparison of different adaptive algorithms. The X-axis displays the number of sensors. The Y-axis displays the coverage.;Performance;Comparison;Line;Amount;Percentage;;2
54;54.2;Autonomous Mobile Sensor Placement in Complex Environments;Novella Bartolini, Tiziana Calamoneri, Stefano Ciavarella, Thomas La Porta, and Simone Silvestri;10.1145/3050439;;Embedded/cyber-physical/IoT;AI;Performance Optimization;TAAS;2017;DOMINO - An algorithm for autonomous sensor movements and positioning;15;A comparison of different adaptive algorithms. The X-axis displays the number of sensors. The Y-axis displays the coverage.;Performance;Comparison;Line;Amount;Percentage;;6
54;54.3;Autonomous Mobile Sensor Placement in Complex Environments;Novella Bartolini, Tiziana Calamoneri, Stefano Ciavarella, Thomas La Porta, and Simone Silvestri;10.1145/3050439;;Embedded/cyber-physical/IoT;AI;Performance Optimization;TAAS;2017;DOMINO - An algorithm for autonomous sensor movements and positioning;15;A comparison of different adaptive algorithms. The X-axis displays the number of sensors. The Y-axis displays the number of movements;Performance;Comparison;Line;Amount;Amount;;4
54;54.4;Autonomous Mobile Sensor Placement in Complex Environments;Novella Bartolini, Tiziana Calamoneri, Stefano Ciavarella, Thomas La Porta, and Simone Silvestri;10.1145/3050439;;Embedded/cyber-physical/IoT;AI;Performance Optimization;TAAS;2017;DOMINO - An algorithm for autonomous sensor movements and positioning;15;A comparison of different adaptive algorithms. The X-axis displays the number of sensors. The Y-axis displays the remination time in seconds.;Performance;Comparison;Line;Amount;Time;;3
56;56.1;Centralised, Decentralised, and Self-Organised Coverage Maximisation in Smart Camera Networks;L. Esterle;10.1109/SASO.2017.9;;Embedded/cyber-physical/IoT;Automation;Performance Optimization;SASO;2017;A decentralised and self-organised algorithm to maximise coverage in a camera network through particle swarm optimisation;16;A comparison of different organization algorithms. The X-axis displays the alpha values. The Y-axis displays the coverage;Performance;Comparison;Bar;Type;Score;;12
56;56.2;Centralised, Decentralised, and Self-Organised Coverage Maximisation in Smart Camera Networks;L. Esterle;10.1109/SASO.2017.9;;Embedded/cyber-physical/IoT;Automation;Performance Optimization;SASO;2017;A decentralised and self-organised algorithm to maximise coverage in a camera network through particle swarm optimisation;16;A compairison of different organization algorithms. The X-axis displays the unused area. The Y-axis displays the coverage;Performance;Comparison;Scatter;Percentage;Percentage;;4
64;64.1;Self-Organizing Control Mechanism Based on Collective Decision-Making for Information Uncertainty;Naomi Kuze, Daichi Kominami, Kenji Kashima, Tomoaki Hashimoto, and Masayuki Murata;0.1145/3183340;;Embedded/cyber-physical/IoT;Automation;Environment Adaptation;TAAS;2018;Self-organizing control mechanism based on potential-based routing to determine data-packet fowaring schemes based on ELM;33;A comparison of different sink values. The X-axis displays the time. The Y-axis displays a ptotential.;Performance;Comparison;Line;Time;Score;;33
65;65.1;Adaptive Transmission Power - Geographical and Energy Aware Routing Algorithm for Wireless Sensor Networks;M. F. Ali and M. A. Shah;10.23919/IConAC.2018.8749079;;Embedded/cyber-physical/IoT;Automation;Performance Optimization;ICAC;2018;ATP-GEAR - an adaptive package routing algorithm based on the cost of neighbours using location and battery level to minimise required transmission power;4;A comparison of different energy routing algorithms. The X-axis displays a position. The Y-axis displays the end to end delay In milliseconds.;Performance;Comparison;Line;Position;Time;;2
65;65.2;Adaptive Transmission Power - Geographical and Energy Aware Routing Algorithm for Wireless Sensor Networks;M. F. Ali and M. A. Shah;10.23919/IConAC.2018.8749079;;Embedded/cyber-physical/IoT;Automation;Performance Optimization;ICAC;2018;ATP-GEAR - an adaptive package routing algorithm based on the cost of neighbours using location and battery level to minimise required transmission power;4;A n observation of routing pathing. The X and Y axes display the distance in meters.;State;Observation;Scatter;Position;Position;;2
66;66.1;Adaptive Opportunistic Airborne Sensor Sharing;Jacob Beal, Kyle Usbeck, Joseph Loyall, Mason Rowe, and James Metzler;10.1145/3179994;;Embedded/cyber-physical/IoT;Analytics/Control/Monitoring;Performance Optimization;TAAS;2018;Prototype system in MTIP which leverages agent-based representation of tasks and sensors to enable fast and adaptive sharing of airborne sensors;6;An observation of survey targets. Both Axes display a type;Performance;Observation;Heatmap;Type;Type;;1
66;66.2;Adaptive Opportunistic Airborne Sensor Sharing;Jacob Beal, Kyle Usbeck, Joseph Loyall, Mason Rowe, and James Metzler;10.1145/3179994;;Embedded/cyber-physical/IoT;Analytics/Control/Monitoring;Performance Optimization;TAAS;2018;Prototype system in MTIP which leverages agent-based representation of tasks and sensors to enable fast and adaptive sharing of airborne sensors;6;An observation of different survey classes. The X-axis displays the type. The Y-axis displays the covered fraction.;Performance;Observation;Bar;Type;Percentage;;1
66;66.3;Adaptive Opportunistic Airborne Sensor Sharing;Jacob Beal, Kyle Usbeck, Joseph Loyall, Mason Rowe, and James Metzler;10.1145/3179994;;Embedded/cyber-physical/IoT;Analytics/Control/Monitoring;Performance Optimization;TAAS;2018;Prototype system in MTIP which leverages agent-based representation of tasks and sensors to enable fast and adaptive sharing of airborne sensors;6;An observation of sensor task adaptation. The X-axis displays the number of UAv and infrastructure sets. The Y-axis displays the fraction of tasks completed;Performance;Observation;Line;Amount;Percentage;;4
67;67.1;PINCH: Self-Organized Context Neighborhoods for Smart Environments;C. Liu, C. Julien and A. Murphy;10.1109/SASO.2018.00023;;Embedded/cyber-physical/IoT;Analytics/Control/Monitoring;Environment Adaptation;SASO;2018;PINCH - opportune-driven context information distribution using unused payload in periodic neighbor discovery beacons;14;A comparison of different algorithms. The X-axis displays the time in epochs. The Y-axis displays the coverage in percentage;Performance;Comparison;Line;Time;Percentage;;1
67;67.2;PINCH: Self-Organized Context Neighborhoods for Smart Environments;C. Liu, C. Julien and A. Murphy;10.1109/SASO.2018.00023;;Embedded/cyber-physical/IoT;Analytics/Control/Monitoring;Environment Adaptation;SASO;2018;PINCH - opportune-driven context information distribution using unused payload in periodic neighbor discovery beacons;14;A comparison of different pressure types. The X-axis displays the time in epochs. The Y-axis displays the coverage percentage.;Performance;Comparison;Line;Time;Percentage;;6
67;67.3;PINCH: Self-Organized Context Neighborhoods for Smart Environments;C. Liu, C. Julien and A. Murphy;10.1109/SASO.2018.00023;;Embedded/cyber-physical/IoT;Analytics/Control/Monitoring;Environment Adaptation;SASO;2018;PINCH - opportune-driven context information distribution using unused payload in periodic neighbor discovery beacons;14;An observation of context types. The X-axis displays the context number. The Y-axis displays the coverage percentage;Performance;Observation;Bar;Type;Percentage;;7
74;74.1;Efficient Analysis of Large Adaptation Spaces Self-Adaptive Systems using Machine Learning;Federico Quin, Danny Weyns, Thomas Bamelis, Sarpreet Singh Buttar, Sam Michiels;10.1109/SEAMS.2019.00011;Long paper;Embedded/cyber-physical/IoT;AI;Performance Optimization;SEAMS;2019;Machine learning approach to analyze the options for adaptation efficiently;9;A comparison of different adaptation algorithms. The X-axis displays the type of algorithm. The Y-axis displays the energy consumption in Coulomb;Performance;Comparison;Box;Type;Resource;;8
74;74.2;Efficient Analysis of Large Adaptation Spaces Self-Adaptive Systems using Machine Learning;Federico Quin, Danny Weyns, Thomas Bamelis, Sarpreet Singh Buttar, Sam Michiels;10.1109/SEAMS.2019.00011;Long paper;Embedded/cyber-physical/IoT;AI;Performance Optimization;SEAMS;2019;Machine learning approach to analyze the options for adaptation efficiently;9;An observation of regression in self-adaptation. The X-axis displays the package loss in percentage. The Y-axis displays the latency in percentage;Performance;Observation;Scatter;Percentage;Percentage;;1
76;76.1;Distributed Self-monitoring Sensor Networks via Markov Switching Dynamic Linear Models;Lei Fang, Simon Dobson and Juan Ye;10.1109/SASO.2019.00014;;Embedded/cyber-physical/IoT;Analytics/Control/Monitoring;Error Detection/Security;SASO;2019;A framework which can self-monitor, self-manage and self-adapt using a dynamic hybrid Bayesian network, Hidden Markov Model and Dynamic Linear Model to provide accurate readings in low-cost sensing devices;9;An observation between different inferred signals. The X-axis displays the time in seconds. The Y-axis displays a score.;Performance;Observation;Line;Time;Score;;9
77;77.1;DingNet: A Self-Adaptive Internet-of-Things Exemplar;Michiel Provoost, Danny Weyns;10.1109/SEAMS.2019.00033;Artifact paper;Embedded/cyber-physical/IoT;Automation;Performance Optimization;SEAMS;2019;DingNet - an exemplar which offers a simulator that maps to physical IoT systems and models geographically distributed gateways;2;An observation of state. The X-axis displays the time in seconds. The Y-axis displays the power setting in dBm;State;Observation;Line;Time;Resource;;2
82;82.1;Hybrid Planning Using Learning and Model Checking for Autonomous Systems;Ashutosh Pandey, Ivan Ruchkin, Bradley Schmerl and David Garlan;10.1109/ACSOS49614.2020.00026;Long paper;Embedded/cyber-physical/IoT;AI;Task Automation;ACSOS;2020;A novel learning-based approach to invoke reactive planning;3;A comparison of different hybrid planning modes. The X-axis displays the number of mission seeds. The Y-axis displays the utility aggregated;Performance;Comparison;Line;Time;Score;;2
82;82.2;Hybrid Planning Using Learning and Model Checking for Autonomous Systems;Ashutosh Pandey, Ivan Ruchkin, Bradley Schmerl and David Garlan;10.1109/ACSOS49614.2020.00026;Long paper;Embedded/cyber-physical/IoT;AI;Task Automation;ACSOS;2020;A novel learning-based approach to invoke reactive planning;3;A comparison of different patterns. The X-axis displays the pattern type. The Y-axis displays the trace count;Performance;Comparison;Bar;Type;Amount;;1
85;85.1;Reconfigurable Embedded Devices Using Reinforcement Learning to Develop Action-Policies;Alwyn Burger, David King and Gregor Schiele;10.1109/ACSOS49614.2020.00046;Long paper;Embedded/cyber-physical/IoT;AI;Task Automation;ACSOS;2020;An array of self-aware sensors which uses Q-learning to develop policies which guide device reactions to environmental stimuli;5;An observation of agent performances. The X-axis displays the episode number. The Y-axis displays the average jobs;Performance;Observation;Line;Amount;Average;;5
91;91.1;Platooning LEGOs: An Open Physical Exemplar for Engineering Self-Adaptive Cyber-Physical Systems-of-Systems;Yong-Jun Shin, Lingjun Liu, Sangwon Hyun, Doo-Hwan Bae;10.1109/SEAMS51251.2021.00038;Artifact paper;Embedded/cyber-physical/IoT;Automation;Environment Adaptation;SEAMS;2021;Platooning LEGOs using a cyber-physical systems of systems to showcase how to overcome difficulties in conducting experiments which can accurately reflect real physical environments;5;An observation of driving behaviors. The X-axis displays the time. The Y-axis displays the type of behavior detected;Performance;Observation;Line;Time;Score;;5
93;93.1;ReSonAte: A Runtime Risk Assessment Framework for Autonomous Systems;Charles Hartsell, Shreyas Ramakrishna, Abhishek Dubey, Daniel Stojcsics, Nag Mahadevan, Gabor Karsai;10.1109/SEAMS51251.2021.00025;Long paper;Embedded/cyber-physical/IoT;Analytics/Control/Monitoring;Error Detection/Security;SEAMS;2021;ReSonAte - dynamic risk estimation framework for autonomous systems;4;An observation of validation data. The X-axis displays the estimated average collision rate. The Y-axis displays the observed collissions;Performance;Observation;Line;Rate;Score;;3
93;93.2;ReSonAte: A Runtime Risk Assessment Framework for Autonomous Systems;Charles Hartsell, Shreyas Ramakrishna, Abhishek Dubey, Daniel Stojcsics, Nag Mahadevan, Gabor Karsai;10.1109/SEAMS51251.2021.00025;Long paper;Embedded/cyber-physical/IoT;Analytics/Control/Monitoring;Error Detection/Security;SEAMS;2021;ReSonAte - dynamic risk estimation framework for autonomous systems;4;An observation of Carla scenes. The X-axis displays the Carla scene. The Y-axis displays the collisions;Performance;Observation;Bar;Type;Score;;1
95;95.1;Body Sensor Network: A Self-Adaptive System Exemplar in the Healthcare Domain;Eric Bernd Gil, Ricardo Caldas, Arthur Rodrigues, Gabriel Levi Gomes da Silva, Genaína Nunes Rodrigues, Patrizio Pelliccione;10.1109/SEAMS51251.2021.00037;Artifact paper;Embedded/cyber-physical/IoT;Analytics/Control/Monitoring;System Configuration;SEAMS;2021;SA-BSN - a self-adaptive body sensor network prototype to dynamically monitor patient health;1;An observation of reliability. The X-axis displays time in seconds. The Y-axis displays the reliability;Performance;Observation;Line;Time;Percentage;;1
97;97.1;Swarmalators with Stochastic Coupling and Memory;Udo Schilcher, Jorge F. Schmidt, Arke Vogell and Christian Bettstetter;10.1109/ACSOS52086.2021.00028;Long paper;Embedded/cyber-physical/IoT;Analytics/Control/Monitoring;Performance Optimization;ACSOS;2021;Swarmalators implementation within the real world to investigate pattern convergence, convergence time and state exchange limits;7;A comparison of different swarmalator distances. The X-axis displays the time. The Y-axis displays the distance;Performance;Comparison;Line;Time;Rate;;1
97;97.2;Swarmalators with Stochastic Coupling and Memory;Udo Schilcher, Jorge F. Schmidt, Arke Vogell and Christian Bettstetter;10.1109/ACSOS52086.2021.00028;Long paper;Embedded/cyber-physical/IoT;Analytics/Control/Monitoring;Performance Optimization;ACSOS;2021;Swarmalators implementation within the real world to investigate pattern convergence, convergence time and state exchange limits;7;An observation of convergence. The X-axis displays the coupling probability. The Y-axis displays the time;Performance;Observation;Line;Percentage;Time;;4
97;97.3;Swarmalators with Stochastic Coupling and Memory;Udo Schilcher, Jorge F. Schmidt, Arke Vogell and Christian Bettstetter;10.1109/ACSOS52086.2021.00028;Long paper;Embedded/cyber-physical/IoT;Analytics/Control/Monitoring;Performance Optimization;ACSOS;2021;Swarmalators implementation within the real world to investigate pattern convergence, convergence time and state exchange limits;7;A comparison of different memory initialization strategies. The X-axis displays the strategy. The Y-axis displays the average relative convergence time in percentage;Performance;Comparison;Bar;Type;Average;;2
